LEAID,NAME,OPSTFIPS,STREET,CITY,STATE,ZIP,STFIP,CNTY,NMCNTY,LAT,LON,CBSA,NMCBSA,CBSATYPE,CSA,NMCSA,NECTA,NMNECTA,CD,SLDL,SLDU,SCHOOLYEAR,LOCALE,LOC_OTHER,LOC_COUNT,LOC_SCH
600026,El Tejon Unified,6,4337 Lebec Rd.,Lebec,CA,93243,6,6029,Kern County,34.872813,-118.887645,12540,"Bakersfield, CA",1,N,N,N,N,623,06034,06016,2017-2018,41,63.66,3,"32, 41, 42"
600027,Lake Elsinore Unified,6,545 Chaney St.,Lake Elsinore,CA,92530,6,6065,Riverside County,33.682902,-117.336264,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,642,06067,06028,2017-2018,21,4.68,2,"21, 41"
600028,Temecula Valley Unified,6,31350 Rancho Vista Rd.,Temecula,CA,92592,6,6065,Riverside County,33.505262,-117.11347,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,650,06075,06028,2017-2018,12,24.19,2,"12, 21"
600029,Murrieta Valley Unified,6,41870 McAlby Ct.,Murrieta,CA,92562,6,6065,Riverside County,33.530300000000004,-117.1852,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,642,06067,06028,2017-2018,21,10.32,2,"21, 41"
600031,Big Sur Unified,6,69325 Highway 1,Big Sur,CA,93920,6,6053,Monterey County,35.919829,-121.466084,41500,"Salinas, CA",1,N,N,N,N,620,06030,06017,2017-2018,22,9.65,2,"22, 43"
600032,Redondo Beach Unified,6,1401 Inglewood Ave.,Redondo Beach,CA,90278,6,6037,Los Angeles County,33.8862,-118.3618,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,633,06066,06026,2017-2018,21,0.0,1,21
600033,Dos Palos Oro Loma Joint Unified,6,2041 Almond St.,Dos Palos,CA,93620,6,6047,Merced County,36.984735,-120.62877,32900,"Merced, CA",1,382,"Modesto-Merced, CA",N,N,616,06021,06012,2017-2018,32,23.01,2,"32, 41"
600034,Windsor Unified,6,9291 Old Redwood Hwy.,Windsor,CA,95492,6,6097,Sonoma County,38.54943,-122.814051,42220,"Santa Rosa, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,602,06002,06002,2017-2018,21,0.0,1,21
600035,Farmersville Unified,6,571 E. Citrus,Farmersville,CA,93223,6,6107,Tulare County,36.307518,-119.201816,47300,"Visalia-Porterville, CA",1,546,"Visalia-Porterville-Hanford, CA",N,N,622,06026,06014,2017-2018,22,0.0,1,22
600036,Natomas Unified,6,1901 Arena Blvd.,Sacramento,CA,95834,6,6067,Sacramento County,38.6467,-121.5032,40900,"Sacramento--Roseville--Arden-Arcade, CA",1,472,"Sacramento-Roseville, CA",N,N,606,06007,06006,2017-2018,11,0.0,1,11
600037,Ferndale Unified,6,1231 Main St.,Ferndale,CA,95536,6,6023,Humboldt County,40.584936,-124.260516,21700,"Eureka-Arcata-Fortuna, CA",2,N,N,N,N,602,06002,06002,2017-2018,42,0.0,1,42
600038,Mattole Unified,6,29289 Chambers Rd.,Petrolia,CA,95558,6,6023,Humboldt County,40.321704,-124.285548,21700,"Eureka-Arcata-Fortuna, CA",2,N,N,N,N,602,06002,06002,2017-2018,43,0.0,1,43
600039,Delhi Unified,6,9716 Hinton Ave.,Delhi,CA,95315,6,6047,Merced County,37.428292,-120.779595,32900,"Merced, CA",1,382,"Modesto-Merced, CA",N,N,616,06021,06012,2017-2018,23,0.0,1,23
600040,Riverdale Joint Unified,6,3160 W. Mt. Whitney Ave.,Riverdale,CA,93656,6,6019,Fresno County,36.4309,-119.8568,23420,"Fresno, CA",1,260,"Fresno-Madera, CA",N,N,621,06031,06012,2017-2018,31,0.0,1,31
600042,Warner Unified,6,30951 Highway 79,Warner Springs,CA,92086,6,6073,San Diego County,33.274332,-116.643105,41740,"San Diego-Carlsbad, CA",1,N,N,N,N,650,06071,06038,2017-2018,42,0.0,1,42
600043,Scotts Valley Unified,6,4444 Scotts Valley Dr.,Scotts Valley,CA,95066,6,6087,Santa Cruz County,37.0469,-122.0186,42100,"Santa Cruz-Watsonville, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,618,06029,06017,2017-2018,22,0.0,1,22
600044,Healdsburg Unified,6,1028 Prince St.,Healdsburg,CA,95448,6,6097,Sonoma County,38.623072,-122.866946,42220,"Santa Rosa, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,602,06002,06002,2017-2018,21,0.0,1,21
600045,Orland Joint Unified,6,903 S. St.,Orland,CA,95963,6,6021,Glenn County,39.74005,-122.201111,N,N,0,N,N,N,N,603,06003,06004,2017-2018,32,1.03,2,"32, 41"
600046,Gonzales Unified,6,600 Elko St.,Gonzales,CA,93926,6,6053,Monterey County,36.511518,-121.443106,41500,"Salinas, CA",1,N,N,N,N,620,06030,06012,2017-2018,32,0.0,1,32
600047,Tracy Joint Unified,6,1875 W. Lowell Ave.,Tracy,CA,95376,6,6077,San Joaquin County,37.747703,-121.451172,44700,"Stockton-Lodi, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,610,06013,06005,2017-2018,23,9.1,2,"23, 41"
600048,Paso Robles Joint Unified,6,800 Niblick Rd.,Paso Robles,CA,93446,6,6079,San Luis Obispo County,35.61497,-120.671721,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",1,N,N,N,N,624,06035,06017,2017-2018,13,0.0,1,13
600049,Coast Unified,6,1350 Main St.,Cambria,CA,93428,6,6079,San Luis Obispo County,35.5627,-121.0891,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",1,N,N,N,N,624,06035,06017,2017-2018,41,34.1,2,"32, 41"
600051,Gridley Unified,6,429 Magnolia St.,Gridley,CA,95948,6,6007,Butte County,39.362727,-121.691519,17020,"Chico, CA",1,N,N,N,N,601,06003,06004,2017-2018,32,0.0,1,32
600052,Eureka City Schools,6,2100 J St.,Eureka,CA,95501,6,6023,Humboldt County,40.788405,-124.159262,21700,"Eureka-Arcata-Fortuna, CA",2,N,N,N,N,602,06002,06002,2017-2018,33,0.0,1,33
600060,Hughson Unified,6,6815 Hughson Ave.,Hughson,CA,95326,6,6099,Stanislaus County,37.597087,-120.867105,33700,"Modesto, CA",1,382,"Modesto-Merced, CA",N,N,610,06012,06008,2017-2018,21,0.0,1,21
600061,Riverbank Unified,6,6715 Seventh St.,Riverbank,CA,95367,6,6099,Stanislaus County,37.736832,-120.929222,33700,"Modesto, CA",1,382,"Modesto-Merced, CA",N,N,610,06012,06005,2017-2018,21,15.39,2,"21, 41"
600062,Oakdale Joint Unified,6,168 S. Third Ave.,Oakdale,CA,95361,6,6099,Stanislaus County,37.7653,-120.8473,33700,"Modesto, CA",1,382,"Modesto-Merced, CA",N,N,610,06012,06008,2017-2018,21,0.0,1,21
600063,Waterford Unified,6,219 N. Reinway Ave. Bldg. 2,Waterford,CA,95386,6,6099,Stanislaus County,37.6401,-120.7739,33700,"Modesto, CA",1,382,"Modesto-Merced, CA",N,N,610,06012,06008,2017-2018,31,0.0,1,31
600064,Porterville Unified,6,600 W. Grand Ave.,Porterville,CA,93257,6,6107,Tulare County,36.077453,-119.031348,47300,"Visalia-Porterville, CA",1,546,"Visalia-Porterville-Hanford, CA",N,N,623,06026,06014,2017-2018,13,20.47,3,"13, 23, 41"
600065,Dinuba Unified,6,1327 E. El Monte Way,Dinuba,CA,93618,6,6107,Tulare County,36.5456,-119.381,47300,"Visalia-Porterville, CA",1,546,"Visalia-Porterville-Hanford, CA",N,N,622,06026,06014,2017-2018,32,5.52,2,"32, 41"
600067,Caruthers Unified,6,1 Tiller Ave.,Caruthers,CA,93609,6,6019,Fresno County,36.537349,-119.832413,23420,"Fresno, CA",1,260,"Fresno-Madera, CA",N,N,621,06031,06012,2017-2018,42,0.0,1,42
600068,Golden Valley Unified,6,37479 Ave. 12,Madera,CA,93636,6,6039,Madera County,36.9231,-119.8673,31460,"Madera, CA",1,260,"Fresno-Madera, CA",N,N,616,06005,06012,2017-2018,31,46.39,2,"31, 41"
600069,Valley Center-Pauma Unified,6,28751 Cole Grade Rd.,Valley Center,CA,92082,6,6073,San Diego County,33.235356,-117.022182,41740,"San Diego-Carlsbad, CA",1,N,N,N,N,650,06075,06038,2017-2018,41,35.71,2,"41, 42"
600071,SBE - Ridgecrest Charter,6,325 S. Downs,Ridgecrest,CA,93555,6,6029,Kern County,35.617379,-117.689146,12540,"Bakersfield, CA",1,N,N,N,N,623,06034,06016,2017-2018,33,0.0,1,33
600073,West Side ROP,6,515 9th St.,Taft,CA,93268,6,6029,Kern County,35.146457,-119.464434,12540,"Bakersfield, CA",1,N,N,N,N,623,06034,06016,2017-2018,32,0.0,1,32
600074,North Kern Vocational Training Center,6,2150 Seventh St.,Wasco,CA,93280,6,6029,Kern County,35.594823,-119.349605,12540,"Bakersfield, CA",1,N,N,N,N,621,06032,06014,2017-2018,32,0.0,1,32
600075,Kern County ROP,6,5801 Sundale Ave.,Bakersfield,CA,93309,6,6029,Kern County,35.3439,-119.0655,12540,"Bakersfield, CA",1,N,N,N,N,623,06034,06016,2017-2018,32,0.0,1,32
600076,Kern High ROC,6,501 S. Mt. Vernon Ave.,Bakersfield,CA,93307,6,6029,Kern County,35.349341,-118.966827,12540,"Bakersfield, CA",1,N,N,N,N,621,06032,06014,2017-2018,11,0.0,1,11
600077,Kings County ROP,6,876 E. D St,Lemoore,CA,93245,6,6031,Kings County,36.29997,-119.767731,25260,"Hanford-Corcoran, CA",1,546,"Visalia-Porterville-Hanford, CA",N,N,621,06032,06014,2017-2018,13,0.0,1,13
600078,Lake County ROP,6,1152 S. Main St.,Lakeport,CA,95453,6,6033,Lake County,39.0343,-122.914781,17340,"Clearlake, CA",2,N,N,N,N,605,06004,06002,2017-2018,32,0.0,1,32
600079,Lassen ROP,6,472-013 Johnstonville Rd N.,Susanville,CA,96130,6,6035,Lassen County,40.375743,-120.580937,45000,"Susanville, CA",2,N,N,N,N,601,06001,06001,2017-2018,33,0.0,1,33
600080,Napa County ROP,6,2121 Imola Ave.,Napa,CA,94559,6,6055,Napa County,38.279418,-122.256758,34900,"Napa, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,605,06004,06003,2017-2018,23,0.0,1,23
600081,Modoc County ROP,6,139 W. Henderson St.,Alturas,CA,96101,6,6049,Modoc County,41.480665,-120.545845,N,N,0,N,N,N,N,601,06001,06001,2017-2018,33,0.0,1,33
600082,Forty-Niner ROP,6,360 Nevada St.,Auburn,CA,95603,6,6061,Placer County,38.906526,-121.081162,40900,"Sacramento--Roseville--Arden-Arcade, CA",1,472,"Sacramento-Roseville, CA",N,N,604,06005,06001,2017-2018,31,0.0,1,31
600083,Plumas County ROP,6,50 Church St.,Quincy,CA,95971,6,6063,Plumas County,39.93618,-120.943691,N,N,0,N,N,N,N,601,06001,06001,2017-2018,33,0.0,1,33
600084,Tri-Valley ROP,6,1040 Florence Rd.,Livermore,CA,94550,6,6001,Alameda County,37.66959,-121.775131,41860,"San Francisco-Oakland-Hayward, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,615,06016,06007,2017-2018,23,0.0,1,23
600085,Eden Area ROP,6,26316 Hesperian Blvd.,Hayward,CA,94545,6,6001,Alameda County,37.638245000000005,-122.100624,41860,"San Francisco-Oakland-Hayward, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,615,06020,06010,2017-2018,12,0.0,1,12
600086,Mission Valley ROC/P,6,5019 Stevenson Blvd.,Fremont,CA,94538,6,6001,Alameda County,37.528168,-121.984147,41860,"San Francisco-Oakland-Hayward, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,617,06025,06010,2017-2018,21,0.0,1,21
600089,Amador County ROP,6,217 Rex Ave.,Jackson,CA,95642,6,6005,Amador County,38.352522,-120.777685,N,N,0,N,N,N,N,604,06005,06008,2017-2018,32,0.0,1,32
600090,Butte County ROP,6,2491 Carmichael Dr. Ste. 500,Chico,CA,95928,6,6007,Butte County,39.715831,-121.804451,17020,"Chico, CA",1,N,N,N,N,601,06003,06004,2017-2018,13,0.0,1,13
600092,Contra Costa County ROP,6,77 Santa Barbara Rd.,Pleasant Hill,CA,94523,6,6013,Contra Costa County,37.934912,-122.069744,41860,"San Francisco-Oakland-Hayward, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,611,06014,06003,2017-2018,21,0.0,1,21
600093,Del Norte County ROP,6,301 W. Washington Blvd.,Crescent City,CA,95531,6,6015,Del Norte County,41.77073,-124.208411,18860,"Crescent City, CA",2,N,N,N,N,602,06002,06002,2017-2018,33,0.0,1,33
600094,Riverside County Office Of Education ROP,6,3939 13th St.,Riverside,CA,92502,6,6065,Riverside County,33.978924,-117.380453,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,641,06061,06031,2017-2018,11,0.0,1,11
600095,Sacramento County ROP,6,10541 Norden Ave.,Mather,CA,95655,6,6067,Sacramento County,38.566229,-121.296237,40900,"Sacramento--Roseville--Arden-Arcade, CA",1,472,"Sacramento-Roseville, CA",N,N,607,06008,06008,2017-2018,13,0.0,1,13
600096,Central Sierra ROP,6,337 Placerville Dr.,Placerville,CA,95667,6,6017,El Dorado County,38.7311,-120.8347,40900,"Sacramento--Roseville--Arden-Arcade, CA",1,472,"Sacramento-Roseville, CA",N,N,604,06005,06001,2017-2018,41,0.0,1,41
600097,Valley ROP,6,1305 Q St.,Sanger,CA,93657,6,6019,Fresno County,36.698334,-119.560288,23420,"Fresno, CA",1,260,"Fresno-Madera, CA",N,N,621,06031,06014,2017-2018,31,0.0,1,31
600098,Fresno ROP,6,11 S. Teilman St.,Fresno,CA,91398,6,6019,Fresno County,36.741632,-119.821812,23420,"Fresno, CA",1,260,"Fresno-Madera, CA",N,N,616,06031,06014,2017-2018,11,0.0,1,11
600099,Glenn County ROP,6,451 S. Villa Ave.,Willows,CA,95988,6,6021,Glenn County,39.517293,-122.209609,N,N,0,N,N,N,N,603,06003,06004,2017-2018,32,0.0,1,32
600100,Humboldt County ROP,6,901 Myrtle Ave.,Eureka,CA,95501,6,6023,Humboldt County,40.80149,-124.149441,21700,"Eureka-Arcata-Fortuna, CA",2,N,N,N,N,602,06002,06002,2017-2018,33,0.0,1,33
600101,Imperial Valley ROP,6,687 State St.,El Centro,CA,92243,6,6025,Imperial County,32.791574000000004,-115.558952,20940,"El Centro, CA",1,N,N,N,N,651,06056,06040,2017-2018,13,0.0,1,13
600103,La Puente Valley ROP,6,341 La Seda Rd.,La Puente,CA,91744,6,6037,Los Angeles County,34.012665,-117.898546,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,632,06057,06022,2017-2018,21,0.0,1,21
600104,Southeast ROP,6,20122 Cabrillo Ln.,Cerritos,CA,90703,6,6037,Los Angeles County,33.8476,-118.0793,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,638,06058,06032,2017-2018,21,0.0,1,21
600105,East San Gabriel Valley ROP,6,1501 Del Norte Ave.,West Covina,CA,91790,6,6037,Los Angeles County,34.076807,-117.937626,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,632,06048,06022,2017-2018,21,0.0,1,21
600106,Tri-Cities ROP,6,10800 Ben Avon St. Unit E,Whittier,CA,90606,6,6037,Los Angeles County,33.97173,-118.079463,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,638,06057,06032,2017-2018,21,0.0,1,21
600107,Southern California ROC,6,2300 Crenshaw Blvd.,Torrance,CA,90501,6,6037,Los Angeles County,33.82426,-118.327256,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,643,06066,06035,2017-2018,12,0.0,1,12
600108,Long Beach Unified ROP,6,701 Locust Ave.,Long Beach,CA,90813,6,6037,Los Angeles County,33.77567,-118.191508,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,647,06070,06033,2017-2018,11,0.0,1,11
600109,Los Angeles Unified ROCP,6,333 S. Beaudry Ave.,Los Angeles,CA,90017,6,6037,Los Angeles County,34.05646,-118.257445,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,634,06053,06024,2017-2018,11,0.0,1,11
600110,Los Angeles County ROP,6,9300 E. Imperial Way,Downey,CA,90242,6,6037,Los Angeles County,33.916466,-118.129291,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,640,06058,06032,2017-2018,21,0.0,1,21
600111,Hart ROP,6,21380 Centre Pointe Parkway,Santa Clarita,CA,91350,6,6037,Los Angeles County,34.41046,-118.510913,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,625,06038,06021,2017-2018,21,0.0,1,21
600112,Antelope Valley ROP,6,1156 E. Ave. S,Palmdale,CA,93550,6,6037,Los Angeles County,34.557365000000004,-118.106652,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,625,06036,06021,2017-2018,21,0.0,1,21
600113,Compton Unified ROP,6,1104 E. 148th St.,Compton,CA,90220,6,6037,Los Angeles County,33.898326000000004,-118.254669,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,644,06064,06035,2017-2018,21,0.0,1,21
600114,San Antonio ROP,6,605 N. Park Ave.,Pomona,CA,91768,6,6037,Los Angeles County,34.063499,-117.755065,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,635,06052,06020,2017-2018,21,0.0,1,21
600116,Chawanakee Unified,6,26065 Outback Industrial Way,Oneals,CA,93645,6,6039,Madera County,37.128982,-119.733545,31460,"Madera, CA",1,260,"Fresno-Madera, CA",N,N,604,06005,06008,2017-2018,42,0.0,1,42
600117,Marin County ROP,6,1111 Las Gallinas Ave.,San Rafael,CA,94903,6,6041,Marin County,38.013782,-122.550276,41860,"San Francisco-Oakland-Hayward, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,602,06010,06002,2017-2018,13,0.0,1,13
600118,Mendocino County ROC/ROP,6,2240 Old River Rd.,Ukiah,CA,95482,6,6045,Mendocino County,39.12932,-123.165314,46380,"Ukiah, CA",2,N,N,N,N,602,06002,06002,2017-2018,41,0.0,1,41
600119,Merced County ROP,6,632 W. 13th St.,Merced,CA,95341,6,6047,Merced County,37.29762,-120.488,32900,"Merced, CA",1,382,"Modesto-Merced, CA",N,N,616,06021,06012,2017-2018,13,0.0,1,13
600120,Mission Trails ROP,6,867 Laurel Dr.,Salinas,CA,93905,6,6053,Monterey County,36.694052,-121.624086,41500,"Salinas, CA",1,N,N,N,N,620,06030,06012,2017-2018,12,0.0,1,12
600121,North Orange County ROP-Adult,6,385 N. Muller St.,Anaheim,CA,92801,6,6059,Orange County,33.83658,-117.950759,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,646,06065,06029,2017-2018,11,0.0,1,11
600122,College and Career Advantage,6,33122 Valle Rd.,San Juan Capistrano,CA,92675,6,6059,Orange County,33.504799,-117.662535,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,649,06073,06036,2017-2018,21,0.0,1,21
600123,Coastline ROP,6,1001 Presidio Sq.,Costa Mesa,CA,92626,6,6059,Orange County,33.671123,-117.900858,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,648,06074,06037,2017-2018,12,0.0,1,12
600124,Central Orange County CTE Partnership (CTEp),6,2910 Red Hill Ave. Ste 200,Costa Mesa,CA,92626,6,6059,Orange County,33.667992,-117.880056,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,648,06074,06037,2017-2018,12,0.0,1,12
600125,Shasta-Trinity ROP,6,4659 E. Side Rd.,Redding,CA,96001,6,6089,Shasta County,40.546841,-122.385476,39820,"Redding, CA",1,454,"Redding-Red Bluff, CA",N,N,601,06001,06001,2017-2018,13,0.0,1,13
600126,WIlliam (R) Rouse ROP,6,604 B Main St.,Loyalton,CA,96118,6,6091,Sierra County,39.675621,-120.242312,N,N,0,N,N,N,N,601,06001,06001,2017-2018,42,0.0,1,42
600127,Siskiyou ROP,6,431 Knapp St.,Yreka,CA,96097,6,6093,Siskiyou County,41.738452,-122.637564,N,N,0,N,N,N,N,601,06001,06001,2017-2018,32,0.0,1,32
600129,Sonoma County ROP,6,5340 Skylane Blvd.,Santa Rosa,CA,95403,6,6097,Sonoma County,38.512264,-122.79811,42220,"Santa Rosa, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,605,06002,06002,2017-2018,21,0.0,1,21
600130,Colton-Redlands-Yucaipa ROP,6,1214 Indiana Ct.,Redlands,CA,92374,6,6071,San Bernardino County,34.06823,-117.204801,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,631,06040,06023,2017-2018,13,0.0,1,13
600131,Baldy View ROP,6,2890 Inland Empire Blvd.,Ontario,CA,91764,6,6071,San Bernardino County,34.06969,-117.590621,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,635,06052,06020,2017-2018,12,0.0,1,12
600132,San Bernardino County ROP,6,144 N. Mount View Ave.,San Bernardino,CA,92408,6,6071,San Bernardino County,34.101568,-117.28769,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,631,06047,06020,2017-2018,12,0.0,1,12
600133,Santa Barbara County ROP,6,3970 la Colina Rd.,Santa Barbara,CA,93160,6,6083,Santa Barbara County,34.4443,-119.7539,42200,"Santa Maria-Santa Barbara, CA",1,N,N,N,N,624,06037,06019,2017-2018,22,0.0,1,22
