State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
TX,48,11070,Brackett Independent School District,"3,745",550,137
TX,48,11110,Brady Independent School District,"6,891","1,183",311
TX,48,44470,Brazos Independent School District,"5,171",924,112
TX,48,11190,Brazosport Independent School District,"71,675","14,487","2,245"
TX,48,11220,Breckenridge Independent School District,"9,225","1,509",417
TX,48,11250,Bremond Independent School District,"2,316",394,80
TX,48,11280,Brenham Independent School District,"31,860","4,976",907
TX,48,11310,Bridge City Independent School District,"13,360","2,380",290
TX,48,11340,Bridgeport Independent School District,"13,505","2,434",482
TX,48,11430,Broaddus Independent School District,"2,728",399,148
TX,48,11460,Brock Independent School District,"4,787",937,53
TX,48,11490,Bronte Independent School District,"1,555",286,51
TX,48,11520,Brookeland Independent School District,"2,328",362,97
TX,48,11550,Brookesmith Independent School District,920,123,17
TX,48,11580,Brooks County Independent School District,"7,235","1,444",792
TX,48,11610,Brownfield Independent School District,"11,067","2,147",579
TX,48,11640,Brownsboro Independent School District,"16,355","2,715",515
TX,48,11680,Brownsville Independent School District,"197,911","46,300","18,016"
TX,48,11700,Brownwood Independent School District,"21,677","3,680",840
TX,48,11730,Bruceville-Eddy Independent School District,"4,309",807,128
TX,48,11790,Bryan Independent School District,"105,604","19,151","4,540"
TX,48,11820,Bryson Independent School District,"1,219",238,72
TX,48,11850,Buckholts Independent School District,867,161,64
TX,48,11910,Buena Vista Independent School District,406,66,21
TX,48,11990,Buffalo Independent School District,"5,187",934,252
TX,48,12060,Bullard Independent School District,"11,835","2,180",315
TX,48,12090,Buna Independent School District,"7,854","1,449",196
TX,48,12120,Burkburnett Independent School District,"22,278","3,385",573
TX,48,12150,Burkeville Independent School District,"2,306",305,97
TX,48,12180,Burleson Independent School District,"58,224","11,554","1,106"
TX,48,12220,Burnet Consolidated Independent School District,"24,189","3,618",585
TX,48,12240,Burton Independent School District,"3,110",451,72
TX,48,35570,Bushland Independent School District,"5,375","1,141",103
TX,48,12360,Bynum Independent School District,"1,050",214,37
TX,48,12390,Caddo Mills Independent School District,"7,073","1,517",230
TX,48,12420,Calallen Independent School District,"21,538","4,128",475
TX,48,12460,Caldwell Independent School District,"10,682","1,826",420
TX,48,12480,Calhoun County Independent School District,"21,744","3,899",885
TX,48,12510,Callisburg Independent School District,"7,155","1,053",177
TX,48,12540,Calvert Independent School District,"1,681",286,123
TX,48,12640,Cameron Independent School District,"8,622","1,568",619
TX,48,12660,Campbell Independent School District,"2,425",402,95
TX,48,12700,Canadian Independent School District,"3,851",949,133
TX,48,12750,Canton Independent School District,"11,925","1,935",195
TX,48,12780,Canutillo Independent School District,"27,085","5,734","1,446"
TX,48,12810,Canyon Independent School District,"57,048","10,438",838
TX,48,12870,Carlisle Independent School District,"2,456",556,92
TX,48,12990,Carrizo Springs Consolidated Independent School District,"10,418","2,270",890
TX,48,13020,Carroll Independent School District,"31,666","8,877",282
TX,48,13050,Carrollton-Farmers Branch Independent School District,"194,952","30,086","3,832"
TX,48,13110,Carthage Independent School District,"16,175","2,811",517
TX,48,13170,Castleberry Independent School District,"22,051","4,297",962
TX,48,13200,Cayuga Independent School District,"9,916",546,123
TX,48,13230,Cedar Hill Independent School District,"50,144","11,071","1,615"
TX,48,13260,Celeste Independent School District,"2,589",523,93
TX,48,13290,Celina Independent School District,"10,955","2,459",167
TX,48,13320,Center Independent School District,"11,733","2,302",657
TX,48,13350,Center Point Independent School District,"4,188",752,141
TX,48,13380,Centerville Independent School District,721,117,34
TX,48,13410,Centerville Independent School District,"4,394",685,124
TX,48,13440,Central Heights Independent School District,"3,240",714,188
TX,48,13500,Central Independent School District,"8,438","1,586",315
TX,48,13590,Channelview Independent School District,"41,548","9,885","1,924"
TX,48,13620,Channing Independent School District,791,206,32
TX,48,13650,Chapel Hill Independent School District,"22,972","3,829",737
TX,48,13680,Chapel Hill Independent School District,"3,198",716,170
TX,48,13710,Charlotte Independent School District,"2,601",570,135
TX,48,13740,Cherokee Independent School District,579,103,16
TX,48,13770,Chester Independent School District,"1,318",215,41
TX,48,13800,Chico Independent School District,"3,975",678,111
TX,48,13860,Childress Independent School District,"7,035","1,090",253
TX,48,13890,Chillicothe Independent School District,"1,139",188,64
TX,48,13920,Chilton Independent School District,"2,086",417,120
TX,48,13960,China Spring Independent School District,"11,691","2,467",223
TX,48,13980,Chireno Independent School District,"1,652",322,118
TX,48,12,Chisum Independent School District,"3,692",707,262
TX,48,14010,Christoval Independent School District,"2,464",453,56
TX,48,14070,Cisco Independent School District,"5,155",811,241
TX,48,14130,City View Independent School District,"4,760",804,187
TX,48,14160,Clarendon Independent School District,"2,883",416,134
TX,48,14190,Clarksville Independent School District,"6,015",817,230
TX,48,14250,Claude Independent School District,"1,809",310,43
TX,48,14280,Clear Creek Independent School District,"240,484","44,704","4,091"
TX,48,14310,Cleburne Independent School District,"41,547","7,684","1,314"
TX,48,14370,Cleveland Independent School District,"21,840","4,381","1,167"
TX,48,14400,Clifton Independent School District,"6,716","1,028",241
TX,48,14430,Clint Independent School District,"43,559","10,690","3,507"
TX,48,14450,Clyde Consolidated Independent School District,"12,673","1,423",321
TX,48,14490,Coahoma Independent School District,"3,616",601,100
TX,48,14520,Coldspring-Oakhurst Consolidated Independent School District,"14,293","1,866",514
TX,48,14550,Coleman Independent School District,"5,636",919,313
TX,48,7350,College Station Independent School District,"115,722","12,822","1,628"
TX,48,14580,Collinsville Independent School District,"3,126",585,77
TX,48,14600,Colmesneil Independent School District,"2,420",398,78
TX,48,14640,Colorado Independent School District,"6,750",976,246
TX,48,14670,Columbia-Brazoria Independent School District,"21,735","3,971",466
TX,48,14700,Columbus Independent School District,"10,380","1,672",342
TX,48,14730,Comal Independent School District,"125,262","21,916","2,243"
TX,48,14760,Comanche Independent School District,"7,123","1,193",277
TX,48,14790,Comfort Independent School District,"9,636","1,560",288
TX,48,14820,Commerce Independent School District,"11,929","1,755",421
TX,48,14850,Community Independent School District,"11,159","2,187",173
TX,48,14880,Como-Pickton Consolidated Independent School District,"3,932",823,152
TX,48,14920,Comstock Independent School District,607,78,27
TX,48,14970,Connally Independent School District,"15,936","2,984",727
TX,48,15000,Conroe Independent School District,"323,909","63,614","6,232"
TX,48,15120,Coolidge Independent School District,"1,430",284,104
TX,48,15150,Cooper Independent School District,"4,796",835,217
TX,48,15210,Coppell Independent School District,"49,370","11,838",551
TX,48,15240,Copperas Cove Independent School District,"35,640","6,008","1,144"
TX,48,15270,Corpus Christi Independent School District,"249,790","43,715","9,194"
TX,48,15300,Corrigan-Camden Independent School District,"5,415","1,032",299
TX,48,15330,Corsicana Independent School District,"29,641","5,607","1,278"
TX,48,15360,Cotton Center Independent School District,366,76,23
TX,48,15400,Cotulla Independent School District,"7,478","1,102",382
TX,48,15420,Coupland Independent School District,"1,190",213,35
TX,48,15480,Covington Independent School District,"1,477",246,31
TX,48,15510,Crandall Independent School District,"14,241","3,131",311
TX,48,15540,Crane Independent School District,"4,740","1,033",164
TX,48,15570,Cranfills Gap Independent School District,880,125,27
TX,48,15600,Crawford Independent School District,"2,683",570,65
TX,48,15690,Crockett County Consolidated Common School District,"3,564",657,167
TX,48,15720,Crockett Independent School District,"9,198","1,531",551
TX,48,15750,Crosby Independent School District,"28,052","5,539","1,000"
TX,48,1,Crosbyton Consolidated Independent School District,"2,190",399,175
TX,48,15810,Cross Plains Independent School District,"2,719",397,85
TX,48,15840,Cross Roads Independent School District,"3,098",565,107
TX,48,15870,Crowell Independent School District,"1,260",204,58
TX,48,15910,Crowley Independent School District,"97,457","20,193","2,942"
TX,48,15930,Crystal City Independent School District,"8,772","1,820",753
TX,48,15960,Cuero Independent School District,"10,560","1,602",439
TX,48,15990,Culberson County-Allamoore Independent School District,"2,253",389,131
TX,48,16020,Cumby Independent School District,"2,236",431,64
TX,48,16080,Cushing Independent School District,"2,982",513,144
TX,48,16110,Cypress-Fairbanks Independent School District,"564,723","119,403","16,441"
TX,48,16140,D'Hanis Independent School District,"1,766",270,59
TX,48,16180,Daingerfield-Lone Star Independent School District,"8,222","1,364",431
TX,48,16200,Dalhart Independent School District,"10,377","1,903",265
TX,48,16230,Dallas Independent School District,"1,129,228","197,011","54,209"
TX,48,16260,Damon Independent School District,"1,426",281,76
TX,48,16290,Danbury Independent School District,"5,016",858,76
TX,48,16320,Darrouzett Independent School District,482,112,24
TX,48,16350,Dawson Independent School District,373,91,16
TX,48,16380,Dawson Independent School District,"2,809",498,145
TX,48,16410,Dayton Independent School District,"31,158","5,516",877
TX,48,16570,De Kalb Independent School District,"4,652",777,153
TX,48,16440,De Leon Independent School District,"4,216",702,138
TX,48,16860,DeSoto Independent School District,"58,503","12,666","2,323"
TX,48,16500,Decatur Independent School District,"16,362","3,137",428
TX,48,16530,Deer Park Independent School District,"55,465","11,104","1,677"
TX,48,16620,Del Valle Independent School District,"70,272","12,977","2,879"
TX,48,16650,Dell City Independent School District,786,96,26
TX,48,16710,Denison Independent School District,"29,870","4,852","1,047"
TX,48,16740,Denton Independent School District,"199,591","30,695","2,605"
TX,48,16770,Denver City Independent School District,"6,305","1,467",238
TX,48,16890,Detroit Independent School District,"2,129",348,85
TX,48,16920,Devers Independent School District,"1,041",205,33
TX,48,16950,Devine Independent School District,"10,047","1,927",358
TX,48,16980,Dew Independent School District,842,159,21
TX,48,17010,Deweyville Independent School District,"3,575",561,108
TX,48,17040,Diboll Independent School District,"9,122","1,784",499
TX,48,17070,Dickinson Independent School District,"58,804","10,429","1,959"
TX,48,17100,Dilley Independent School District,"5,431",853,337
TX,48,17130,Dime Box Independent School District,"1,272",171,18
TX,48,17160,Dimmitt Independent School District,"5,368","1,160",255
TX,48,17190,Divide Independent School District,178,23,4
TX,48,17280,Dodd City Independent School District,"1,023",175,19
TX,48,17390,Donna Independent School District,"65,307","16,691","8,586"
TX,48,17400,Doss Consolidated Common School District,328,49,4
TX,48,17460,Douglass Independent School District,"1,971",377,96
TX,48,8,Dripping Springs Independent School District,"31,169","6,475",345
TX,48,17550,Driscoll Independent School District,"1,506",344,89
TX,48,17580,Dublin Independent School District,"7,892","1,503",437
TX,48,17610,Dumas Independent School District,"19,893","4,383",763
TX,48,17640,Duncanville Independent School District,"76,427","15,803","3,076"
TX,48,17700,Eagle Mountain-Saginaw Independent School District,"89,949","19,012","1,820"
TX,48,17730,Eagle Pass Independent School District,"58,216","12,971","4,223"
TX,48,17760,Eanes Independent School District,"42,404","9,041",336
TX,48,17790,Early Independent School District,"5,214",957,205
TX,48,17830,East Bernard Independent School District,"4,202",878,152
TX,48,17850,East Central Independent School District,"51,489","10,416","1,970"
TX,48,17880,East Chambers Independent School District,"7,411","1,431",130
TX,48,17960,Eastland Independent School District,"6,530","1,032",286
TX,48,18000,Ector County Independent School District,"157,087","32,897","5,800"
TX,48,18030,Ector Independent School District,"2,367",213,30
TX,48,18060,Edcouch-Elsa Independent School District,"20,107","5,060","2,345"
TX,48,18070,Eden Consolidated Independent School District,"2,224",325,63
TX,48,18120,Edgewood Independent School District,"5,410",965,137
TX,48,18150,Edgewood Independent School District,"66,297","13,745","5,376"
TX,48,18180,Edinburg Consolidated Independent School District,"152,231","35,701","12,614"
TX,48,18210,Edna Independent School District,"8,246","1,529",340
TX,48,18280,El Campo Independent School District,"18,111","3,624","1,009"
TX,48,18300,El Paso Independent School District,"344,938","61,995","17,297"
TX,48,18330,Electra Independent School District,"3,182",540,111
TX,48,18360,Elgin Independent School District,"22,435","4,621",855
TX,48,18390,Elkhart Independent School District,"6,100","1,216",192
TX,48,18480,Elysian Fields Independent School District,"4,844",928,201
TX,48,18540,Ennis Independent School District,"30,762","6,068","1,168"
TX,48,18600,Era Independent School District,"1,829",325,46
TX,48,18660,Etoile Independent School District,"1,477",226,76
TX,48,18690,Eula Independent School District,"2,674",436,80
TX,48,18720,Eustace Independent School District,"8,289","1,282",337
TX,48,18750,Evadale Independent School District,"1,629",316,61
TX,48,18780,Evant Independent School District,"1,564",227,53
TX,48,18810,Everman Independent School District,"25,387","5,665","1,481"
TX,48,18840,Excelsior Independent School District,568,103,28
TX,48,18890,Ezzell Independent School District,761,139,17
TX,48,18900,Fabens Independent School District,"9,456","2,226",940
TX,48,18940,Fairfield Independent School District,"10,685","1,658",279
TX,48,19020,Falls City Independent School District,"1,809",348,50
TX,48,19050,Fannindel Independent School District,"1,490",241,51
TX,48,19080,Farmersville Independent School District,"9,350","1,808",154
TX,48,19110,Farwell Independent School District,"2,235",442,73
TX,48,19140,Fayetteville Independent School District,"1,557",198,30
TX,48,19170,Ferris Independent School District,"11,060","2,331",329
TX,48,19280,Flatonia Independent School District,"3,616",587,118
TX,48,19320,Florence Independent School District,"6,572","1,244",121
TX,48,19350,Floresville Independent School District,"24,797","4,392",612
TX,48,19380,Flour Bluff Independent School District,"32,427","5,394",805
TX,48,19440,Floydada Independent School District,"3,593",736,219
TX,48,19500,Follett Independent School District,628,125,24
TX,48,19530,Forestburg Independent School District,"1,026",157,26
TX,48,19560,Forney Independent School District,"38,005","9,051",544
TX,48,19620,Forsan Independent School District,"2,261",420,59
TX,48,19650,Fort Bend Independent School District,"455,830","92,996","9,865"
TX,48,20100,Fort Davis Independent School District,"1,969",142,29
TX,48,11400,Fort Elliott Consolidated Independent School District,844,163,15
TX,48,20130,Fort Hancock Independent School District,"2,823",486,138
TX,48,20160,Fort Sam Houston Independent School District,"8,143","1,218",113
TX,48,20190,Fort Stockton Independent School District,"13,573","2,352",599
TX,48,19700,Fort Worth Independent School District,"529,943","95,899","24,552"
TX,48,19740,Franklin Independent School District,"5,631",951,185
TX,48,19770,Frankston Independent School District,"4,533",747,177
TX,48,19840,Fredericksburg Independent School District,"23,557","3,557",602
TX,48,19820,Freer Independent School District,"3,123",639,192
TX,48,19830,Frenship Independent School District,"46,332","8,956","1,129"
TX,48,19950,Friendswood Independent School District,"29,356","6,632",323
TX,48,19980,Friona Independent School District,"4,878","1,002",194
TX,48,20010,Frisco Independent School District,"203,014","44,081","1,263"
TX,48,20040,Frost Independent School District,"1,764",326,66
TX,48,20070,Fruitvale Independent School District,"1,776",302,50
TX,48,20220,Gainesville Independent School District,"19,029","3,317",776
TX,48,20250,Galena Park Independent School District,"95,425","21,369","5,907"
TX,48,20280,Galveston Independent School District,"58,205","7,484","1,708"
TX,48,20310,Ganado Independent School District,"3,384",583,105
TX,48,20340,Garland Independent School District,"305,551","63,339","11,080"
TX,48,20370,Garner Independent School District,"4,189",308,30
TX,48,20400,Garrison Independent School District,"3,183",553,138
TX,48,20460,Gary Independent School District,"1,810",324,71
TX,48,20500,Gatesville Independent School District,"22,707","2,411",463
TX,48,20520,Gause Independent School District,824,147,54
TX,48,20550,George West Independent School District,"6,914","1,077",257
TX,48,20600,Georgetown Independent School District,"81,801","13,597","1,013"
TX,48,20610,Gholson Independent School District,"1,440",247,53
TX,48,20640,Giddings Independent School District,"10,397","1,767",378
TX,48,20700,Gilmer Independent School District,"16,353","2,808",627
TX,48,20760,Gladewater Independent School District,"12,334","2,268",422
TX,48,20790,Glasscock County Independent School District,"1,348",252,28
TX,48,20850,Glen Rose Independent School District,"8,770","1,549",224
TX,48,20960,Godley Independent School District,"7,931","1,719",263
TX,48,20970,Gold-Burg Independent School District,722,120,27
TX,48,21000,Goldthwaite Consolidated Independent School District,"3,569",589,98
TX,48,21030,Goliad Independent School District,"7,562","1,182",280
TX,48,21060,Gonzales Independent School District,"13,758","2,656",663
TX,48,21090,Goodrich Independent School District,"2,310",346,66
TX,48,21150,Goose Creek Consolidated Independent School District,"112,964","22,891","4,490"
TX,48,21180,Gordon Independent School District,"1,218",184,29
TX,48,21270,Gorman Independent School District,"1,826",267,50
TX,48,21300,Grady Independent School District,651,153,40
TX,48,21330,Graford Independent School District,"2,352",342,54
TX,48,21360,Graham Independent School District,"13,208","2,379",525
TX,48,21390,Granbury Independent School District,"54,849","8,380","1,391"
TX,48,21420,Grand Prairie Independent School District,"133,023","29,805","5,540"
TX,48,21450,Grand Saline Independent School District,"7,057","1,183",274
TX,48,21480,Grandfalls-Royalty Independent School District,568,116,26
TX,48,21540,Grandview Independent School District,"5,191","1,090",177
TX,48,21560,Grandview-Hopkins Independent School District,110,13,2
TX,48,21590,Granger Independent School District,"3,290",474,57
TX,48,21600,Grape Creek Independent School District,"6,259","1,268",243
TX,48,21630,Grapeland Independent School District,"3,966",611,173
TX,48,21660,Grapevine-Colleyville Independent School District,"84,947","16,325","1,014"
TX,48,21720,Greenville Independent School District,"33,639","5,765","1,554"
TX,48,21750,Greenwood Independent School District,"8,693","2,019",358
TX,48,21780,Gregory-Portland Independent School District,"19,072","3,827",572
TX,48,21810,Groesbeck Independent School District,"9,701","1,405",322
TX,48,21840,Groom Independent School District,724,98,19
TX,48,21900,Groveton Independent School District,"5,159",748,244
TX,48,21930,Gruver Independent School District,"1,718",390,40
TX,48,21960,Gunter Independent School District,"3,208",705,58
TX,48,21990,Gustine Independent School District,"1,205",232,61
TX,48,22020,Guthrie Common School District,284,63,13
TX,48,22050,Hale Center Independent School District,"2,703",589,133
TX,48,22120,Hallettsville Independent School District,"7,902","1,174",189
TX,48,22140,Hallsburg Independent School District,"1,140",200,26
TX,48,22170,Hallsville Independent School District,"19,664","4,180",691
TX,48,22230,Hamilton Independent School District,"5,325",814,177
TX,48,22260,Hamlin Independent School District,"2,467",452,143
TX,48,22320,Hamshire-Fannett Independent School District,"9,261","1,764",199
TX,48,22350,Happy Independent School District,"1,067",217,36
TX,48,22380,Hardin Independent School District,"7,600","1,436",374
TX,48,22410,Hardin-Jefferson Independent School District,"11,143","1,933",202
TX,48,22470,Harlandale Independent School District,"69,759","13,721","3,928"
TX,48,22500,Harleton Independent School District,"3,103",636,106
TX,48,22530,Harlingen Consolidated Independent School District,"87,282","17,667","6,241"
TX,48,22560,Harmony Independent School District,"6,689",962,148
TX,48,22590,Harper Independent School District,"3,801",550,64
TX,48,22620,Harrold Independent School District,122,14,2
TX,48,22650,Hart Independent School District,"1,455",299,104
TX,48,22680,Hartley Independent School District,825,214,22
TX,48,22710,Harts Bluff Independent School District,"3,066",639,104
TX,48,22740,Haskell Consolidated Independent School District,"4,241",628,182
TX,48,22770,Hawkins Independent School District,"5,741",774,217
TX,48,22800,Hawley Independent School District,"3,117",578,111
TX,48,10,Hays Consolidated Independent School District,"92,566","19,874","2,015"
TX,48,22830,Hearne Independent School District,"7,286","1,375",368
TX,48,22850,Hedley Independent School District,523,85,18
TX,48,22890,Hemphill Independent School District,"7,372",886,265
TX,48,22920,Hempstead Independent School District,"10,671","2,057",596
TX,48,22970,Henderson Independent School District,"23,350","3,546",683
TX,48,22980,Henrietta Independent School District,"5,471",861,138
TX,48,23010,Hereford Independent School District,"18,605","4,250","1,086"
TX,48,23040,Hermleigh Independent School District,759,155,21
TX,48,23070,Hico Independent School District,"3,269",544,140
TX,48,23100,Hidalgo Independent School District,"8,916","2,208",865
TX,48,23140,Higgins Independent School District,562,72,24
TX,48,23160,High Island Independent School District,618,75,16
TX,48,23190,Highland Independent School District,351,69,20
TX,48,23250,Highland Park Independent School District,"36,457","8,438",300
TX,48,35560,Highland Park Independent School District,"8,414",711,164
TX,48,23280,Hillsboro Independent School District,"10,865","1,930",498
TX,48,23310,Hitchcock Independent School District,"9,836","1,656",389
TX,48,23370,Holland Independent School District,"2,686",565,97
TX,48,23400,Holliday Independent School District,"4,437",714,66
TX,48,23430,Hondo Independent School District,"13,794","2,154",416
TX,48,23460,Honey Grove Independent School District,"3,457",555,113
TX,48,23490,Hooks Independent School District,"4,630",834,174
TX,48,23640,Houston Independent School District,"1,550,689","250,713","71,626"
TX,48,23670,Howe Independent School District,"5,304","1,090",176
TX,48,23700,Hubbard Independent School District,568,99,16
TX,48,23730,Hubbard Independent School District,"2,002",326,62
TX,48,23760,Huckabay Independent School District,"1,541",216,30
TX,48,23790,Hudson Independent School District,"11,707","2,490",490
TX,48,23820,Huffman Independent School District,"17,048","3,452",389
TX,48,23850,Hughes Springs Independent School District,"4,686",845,236
TX,48,23880,Hull-Daisetta Independent School District,"3,404",598,58
TX,48,23910,Humble Independent School District,"190,284","39,072","3,988"
TX,48,23970,Hunt Independent School District,"1,762",199,26
TX,48,24000,Huntington Independent School District,"8,402","1,598",361
TX,48,24030,Huntsville Independent School District,"66,278","6,702","1,530"
TX,48,24060,Hurst-Euless-Bedford Independent School District,"156,020","24,336","3,283"
TX,48,24100,Hutto Independent School District,"29,373","6,648",384
TX,48,24120,Idalou Independent School District,"4,223",902,92
TX,48,24150,Industrial Independent School District,"4,385",984,159
TX,48,24180,Ingleside Independent School District,"10,427","2,136",390
TX,48,24210,Ingram Independent School District,"8,670","1,237",215
TX,48,24240,Iola Independent School District,"2,660",484,102
TX,48,24260,Iowa Park Consolidated Independent School District,"13,553","1,707",200
TX,48,24300,Ira Independent School District,581,114,14
TX,48,24330,Iraan-Sheffield Independent School District,"1,655",336,69
TX,48,24360,Iredell Independent School District,973,140,36
TX,48,30360,Irion County Independent School District,"1,516",259,31
TX,48,24420,Irving Independent School District,"189,033","35,514","7,735"
TX,48,24450,Italy Independent School District,"3,314",626,65
TX,48,24480,Itasca Independent School District,"3,714",823,183
TX,48,24530,Jacksboro Independent School District,"6,401",950,192
TX,48,24590,Jacksonville Independent School District,"26,397","5,052","1,213"
TX,48,24600,Jarrell Independent School District,"10,711","1,234",101
TX,48,24630,Jasper Independent School District,"16,684","2,975",915
TX,48,24660,Jayton-Girard Independent School District,727,112,18
TX,48,24730,Jefferson Independent School District,"9,269","1,276",454
TX,48,24750,Jim Hogg County Independent School District,"5,202","1,140",438
TX,48,24780,Jim Ned Consolidated Independent School District,"5,826","1,147",112
TX,48,24810,Joaquin Independent School District,"3,583",681,188
TX,48,24840,Johnson City Independent School District,"6,145",861,89
TX,48,24900,Jonesboro Independent School District,"1,117",181,32
TX,48,24930,Joshua Independent School District,"26,288","5,334",686
TX,48,24960,Jourdanton Independent School District,"6,780","1,280",220
TX,48,24990,Judson Independent School District,"130,215","26,721","4,745"
TX,48,25020,Junction Independent School District,"4,096",564,190
TX,48,25110,Karnack Independent School District,"2,549",326,107
